[I 2023-11-10 03:08:58,952] A new study created in memory with name: no-name-7fcc14aa-9232-45c3-a6be-ae5a363d33ca
[I 2023-11-10 08:27:13,587] Trial 65 finished with value: 48544.370972803554 and parameters: {'N': 8, 'n_neurons_1': 284, 'n_neurons_2': 118, 'n_neurons_3': 89, 'n_neurons_4': 96, 'kernel_regularizer': 0.05238052539141751, 'learning_rate': 0.005212480420528282, 'min_delta': 0.8965626480688003, 'patience': 4, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 08:33:08,873] Trial 66 finished with value: 46555.51813462607 and parameters: {'N': 9, 'n_neurons_1': 261, 'n_neurons_2': 122, 'n_neurons_3': 100, 'n_neurons_4': 71, 'kernel_regularizer': 0.03690314870360348, 'learning_rate': 0.005566168420288512, 'min_delta': 1.5993863781150162, 'patience': 4, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 08:37:25,792] Trial 67 finished with value: 23778.316965462625 and parameters: {'N': 10, 'n_neurons_1': 300, 'n_neurons_2': 111, 'n_neurons_3': 104, 'n_neurons_4': 92, 'kernel_regularizer': 0.0336982941529199, 'learning_rate': 0.006100085228664192, 'min_delta': 1.9080881064024853, 'patience': 3, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 08:42:59,590] Trial 68 finished with value: 42791.68490726272 and parameters: {'N': 10, 'n_neurons_1': 300, 'n_neurons_2': 101, 'n_neurons_3': 104, 'n_neurons_4': 78, 'kernel_regularizer': 0.03344700120158516, 'learning_rate': 0.006100678634970936, 'min_delta': 1.860194696125691, 'patience': 4, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 08:55:50,126] Trial 69 finished with value: 49451.888915491974 and parameters: {'N': 8, 'n_neurons_1': 293, 'n_neurons_2': 111, 'n_neurons_3': 107, 'n_neurons_4': 83, 'kernel_regularizer': 0.03865911378128941, 'learning_rate': 0.0050931055787396574, 'min_delta': 2.073452628430025, 'patience': 11, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 08:59:51,937] Trial 70 finished with value: 446213.5666324005 and parameters: {'N': 8, 'n_neurons_1': 164, 'n_neurons_2': 107, 'n_neurons_3': 114, 'n_neurons_4': 89, 'kernel_regularizer': 0.032341673957382744, 'learning_rate': 0.006766534158415593, 'min_delta': 1.2982927483159281, 'patience': 6, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 09:04:54,677] Trial 71 finished with value: 38633.74193994649 and parameters: {'N': 10, 'n_neurons_1': 283, 'n_neurons_2': 129, 'n_neurons_3': 94, 'n_neurons_4': 92, 'kernel_regularizer': 0.03570881868656626, 'learning_rate': 0.006239960387146996, 'min_delta': 0.8327619563360752, 'patience': 3, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 09:07:32,196] Trial 72 finished with value: 1276047.7731683087 and parameters: {'N': 9, 'n_neurons_1': 269, 'n_neurons_2': 115, 'n_neurons_3': 110, 'n_neurons_4': 100, 'kernel_regularizer': 0.04380583488047244, 'learning_rate': 0.005850321099150522, 'min_delta': 1.029786475043483, 'patience': 3, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 09:11:24,805] Trial 73 finished with value: 712279.3981470759 and parameters: {'N': 9, 'n_neurons_1': 255, 'n_neurons_2': 116, 'n_neurons_3': 104, 'n_neurons_4': 85, 'kernel_regularizer': 0.02784982219699935, 'learning_rate': 0.0051129912760606395, 'min_delta': 0.6380154139322601, 'patience': 4, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 09:18:19,288] Trial 74 finished with value: 46757.55351483611 and parameters: {'N': 8, 'n_neurons_1': 278, 'n_neurons_2': 104, 'n_neurons_3': 88, 'n_neurons_4': 94, 'kernel_regularizer': 0.030456153576485446, 'learning_rate': 0.005526455076488225, 'min_delta': 1.4653881109322888, 'patience': 3, 'batch_size': 16}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 09:22:54,607] Trial 75 finished with value: 406661.11638108094 and parameters: {'N': 10, 'n_neurons_1': 239, 'n_neurons_2': 122, 'n_neurons_3': 99, 'n_neurons_4': 98, 'kernel_regularizer': 0.04076803722135284, 'learning_rate': 0.007127220645377825, 'min_delta': 1.0749360699668822, 'patience': 4, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 09:30:32,598] Trial 76 finished with value: 499130.3352651405 and parameters: {'N': 9, 'n_neurons_1': 189, 'n_neurons_2': 125, 'n_neurons_3': 82, 'n_neurons_4': 80, 'kernel_regularizer': 0.035011337404936775, 'learning_rate': 0.004622684798120958, 'min_delta': 1.2085875646419, 'patience': 10, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 09:37:08,286] Trial 77 finished with value: 53968.256924873305 and parameters: {'N': 8, 'n_neurons_1': 174, 'n_neurons_2': 109, 'n_neurons_3': 102, 'n_neurons_4': 99, 'kernel_regularizer': 0.038045733248855754, 'learning_rate': 0.006412108400037777, 'min_delta': 0.9539780434596328, 'patience': 5, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 09:38:31,648] Trial 78 finished with value: 41440.71953333009 and parameters: {'N': 7, 'n_neurons_1': 257, 'n_neurons_2': 113, 'n_neurons_3': 97, 'n_neurons_4': 92, 'kernel_regularizer': 0.03326839890234887, 'learning_rate': 0.0061368840858644705, 'min_delta': 0.749609291938222, 'patience': 3, 'batch_size': 128}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 09:47:49,311] Trial 79 finished with value: 36529.72590043296 and parameters: {'N': 10, 'n_neurons_1': 140, 'n_neurons_2': 119, 'n_neurons_3': 116, 'n_neurons_4': 96, 'kernel_regularizer': 0.029608191075909517, 'learning_rate': 0.004895669548758031, 'min_delta': 1.3757886201498335, 'patience': 5, 'batch_size': 16}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 09:50:40,192] Trial 80 finished with value: 1276047.7731683087 and parameters: {'N': 7, 'n_neurons_1': 209, 'n_neurons_2': 130, 'n_neurons_3': 106, 'n_neurons_4': 87, 'kernel_regularizer': 0.03131357785940524, 'learning_rate': 0.005729960397858387, 'min_delta': 0.6014682964851674, 'patience': 5, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 09:54:33,692] Trial 81 finished with value: 25581.178182398344 and parameters: {'N': 9, 'n_neurons_1': 290, 'n_neurons_2': 113, 'n_neurons_3': 83, 'n_neurons_4': 98, 'kernel_regularizer': 0.04155633352622483, 'learning_rate': 0.006349086188264687, 'min_delta': 0.72953002513741, 'patience': 3, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 09:59:28,763] Trial 82 finished with value: 44589.243062344445 and parameters: {'N': 9, 'n_neurons_1': 287, 'n_neurons_2': 104, 'n_neurons_3': 84, 'n_neurons_4': 99, 'kernel_regularizer': 0.04061738863708132, 'learning_rate': 0.005387941534767138, 'min_delta': 0.8025192279357398, 'patience': 3, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 10:04:28,095] Trial 83 finished with value: 35833.54667616524 and parameters: {'N': 8, 'n_neurons_1': 277, 'n_neurons_2': 112, 'n_neurons_3': 84, 'n_neurons_4': 94, 'kernel_regularizer': 0.04391585658413068, 'learning_rate': 0.0060334413354328955, 'min_delta': 0.3225480888908045, 'patience': 4, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 10:21:26,584] Trial 84 finished with value: 25600.233434781734 and parameters: {'N': 8, 'n_neurons_1': 295, 'n_neurons_2': 127, 'n_neurons_3': 86, 'n_neurons_4': 97, 'kernel_regularizer': 0.0370442559318586, 'learning_rate': 0.006690512969117601, 'min_delta': 1.214157628080731, 'patience': 3, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 11:01:47,586] Trial 85 finished with value: 25792.510922115984 and parameters: {'N': 8, 'n_neurons_1': 297, 'n_neurons_2': 115, 'n_neurons_3': 86, 'n_neurons_4': 97, 'kernel_regularizer': 0.037522512217022665, 'learning_rate': 0.007190045110165305, 'min_delta': 0.550391109952604, 'patience': 4, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 11:41:45,400] Trial 86 finished with value: 26353.52235088141 and parameters: {'N': 8, 'n_neurons_1': 295, 'n_neurons_2': 127, 'n_neurons_3': 87, 'n_neurons_4': 97, 'kernel_regularizer': 0.03688703587472289, 'learning_rate': 0.006655691979258229, 'min_delta': 0.536838210424666, 'patience': 4, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 12:10:56,366] Trial 87 finished with value: 44991.00942614424 and parameters: {'N': 8, 'n_neurons_1': 289, 'n_neurons_2': 115, 'n_neurons_3': 82, 'n_neurons_4': 96, 'kernel_regularizer': 0.03414169452058827, 'learning_rate': 0.0070088793571305855, 'min_delta': 0.14828235338032503, 'patience': 3, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 12:42:59,853] Trial 88 finished with value: 25324.432469290998 and parameters: {'N': 8, 'n_neurons_1': 300, 'n_neurons_2': 107, 'n_neurons_3': 86, 'n_neurons_4': 91, 'kernel_regularizer': 0.03863715551531097, 'learning_rate': 0.007343935696723039, 'min_delta': 0.6352250627051548, 'patience': 8, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 12:49:03,802] Trial 89 finished with value: 584117.3334133589 and parameters: {'N': 7, 'n_neurons_1': 299, 'n_neurons_2': 100, 'n_neurons_3': 80, 'n_neurons_4': 94, 'kernel_regularizer': 0.0402599499144657, 'learning_rate': 0.006875780508641115, 'min_delta': 0.8305442057427337, 'patience': 8, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 12:54:37,102] Trial 90 finished with value: 1276047.7731683087 and parameters: {'N': 8, 'n_neurons_1': 289, 'n_neurons_2': 107, 'n_neurons_3': 84, 'n_neurons_4': 89, 'kernel_regularizer': 0.048044467632000785, 'learning_rate': 0.007500393512384635, 'min_delta': 0.3045378592135275, 'patience': 9, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 13:04:37,240] Trial 91 finished with value: 53343.96233186839 and parameters: {'N': 8, 'n_neurons_1': 293, 'n_neurons_2': 109, 'n_neurons_3': 86, 'n_neurons_4': 91, 'kernel_regularizer': 0.0376447251194282, 'learning_rate': 0.006502415159292938, 'min_delta': 0.672314889294716, 'patience': 7, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 13:11:27,609] Trial 92 finished with value: 54402.74735897654 and parameters: {'N': 8, 'n_neurons_1': 281, 'n_neurons_2': 117, 'n_neurons_3': 90, 'n_neurons_4': 98, 'kernel_regularizer': 0.03916154332994872, 'learning_rate': 0.007278195525087567, 'min_delta': 0.41515084908527244, 'patience': 4, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[I 2023-11-10 13:16:24,764] Trial 93 finished with value: 1276047.7731683087 and parameters: {'N': 8, 'n_neurons_1': 274, 'n_neurons_2': 120, 'n_neurons_3': 92, 'n_neurons_4': 93, 'kernel_regularizer': 0.03536910071364232, 'learning_rate': 0.006314047268135324, 'min_delta': 0.9537323162332939, 'patience': 8, 'batch_size': 32}. Best is trial 16 with value: 20697.670790523138.
[W 2023-11-10 13:22:48,459] Trial 94 failed with parameters: {'N': 7, 'n_neurons_1': 300, 'n_neurons_2': 111, 'n_neurons_3': 82, 'n_neurons_4': 97, 'kernel_regularizer': 0.0365646550042799, 'learning_rate': 0.0066261145332088415, 'min_delta': 0.5465938618697992, 'patience': 8, 'batch_size': 32} because of the following error: KeyboardInterrupt().
