iter	RMSE
407	39.33158826
408	39.30542851
409	39.264114
410	39.24884581
411	39.23130054
412	39.21511055
413	39.18344812
414	39.15265935
415	39.12925256
416	39.1083555
417	39.08561721
418	39.04682409
419	39.01259542
420	38.99621885
421	38.98188893
422	38.96854881
423	38.94562488
424	38.92865192
425	38.90660913
426	38.87104662
427	38.84838722
428	38.81934518
429	38.80895178
430	38.78462902
431	38.75969197
432	38.73709042
433	38.68201027
434	38.65407621
435	38.64156385
436	38.61863604
437	38.59468349
438	38.57146623
439	38.55083696
440	38.50261581
441	38.48001527
442	38.464725
443	38.44552335
444	38.42652181
445	38.4028201
446	38.38376898
447	38.36256934
448	38.34941112
449	38.32546752
450	38.30098621
451	38.27351953
452	38.25508843
453	38.23338125
454	38.21298789
455	38.18561554
456	38.16484078
457	38.14825078
458	38.12779807
459	38.09495015
460	38.07792758
461	38.05310552
462	38.02988362
463	38.01216506
464	37.96947
465	37.95290811
466	37.9362456
467	37.92798265
468	37.90644374
469	37.87697993
470	37.85613705
471	37.82558808
472	37.79987018
473	37.78511945
474	37.77001328
475	37.74683766
476	37.72535229
477	37.70259876
478	37.68577368
479	37.6607375
480	37.63641718
481	37.61196209
482	37.59208315
483	37.56941773
484	37.55435431
485	37.52890376
486	37.51055803
487	37.49284157
488	37.47455328
489	37.45008679
490	37.43892992
491	37.40721353
492	37.38989718
493	37.36599572
494	37.34875673
495	37.3253378
496	37.29592179
497	37.26828578
498	37.25293274
499	37.23850475
500	37.22714827
501	37.21750023
502	37.19989146
503	37.18196817
504	37.14928112
505	37.13572425
506	37.09993174
507	37.07228081
508	37.05119341
509	37.02716
510	37.00864393
511	36.9955731
512	36.97560268
513	36.96749222
514	36.95592569
515	36.93990682
516	36.92958429
517	36.92029322
518	36.89544878
519	36.88047277
520	36.8624431
521	36.81734596
522	36.8056913
523	36.77906176
524	36.76428928
525	36.7477447
526	36.73569425
527	36.7151823
528	36.68801209
529	36.68150116
530	36.66000098
531	36.64130853
532	36.62655447
533	36.58940608
534	36.57670433
535	36.56240159
536	36.54368759
537	36.53376819
538	36.5196349
539	36.50202871
540	36.47953165
541	36.46558382
542	36.42257241
543	36.40817689
544	36.39213529
545	36.36288759
546	36.33121179
547	36.29705566
548	36.28561326
549	36.26671405
550	36.24801722
551	36.22150505
552	36.21228974
553	36.19165164
554	36.17169575
555	36.14905759
556	36.13430352
557	36.11520416
558	36.10014702
559	36.07505445
560	36.04569301
561	36.03506194
562	36.01674851
563	35.99921481
564	35.97719689
565	35.96185399
566	35.93321828
567	35.90291166
568	35.88283943
569	35.86047776
570	35.84246592
571	35.82774487
572	35.79873719
573	35.77759275
574	35.74329064
575	35.72262484
576	35.70510468
577	35.68973596
578	35.66836471
579	35.63645079
580	35.6068739
581	35.58767559
582	35.56999402
583	35.55146828
584	35.53885031
585	35.52882063
586	35.51342541
587	35.4908599
588	35.46921096
589	35.43157896
590	35.4145463
591	35.40142104
592	35.3720955
593	35.35362772
594	35.33393425
595	35.31993506
596	35.28121024
597	35.24950009
598	35.22282827
599	35.20505808
600	35.18464421
601	35.16322983
602	35.15059166
603	35.1347835
604	35.1139187
605	35.09243297
606	35.07794679
607	35.05058678
608	35.04185908
609	35.03161358
610	35.01850172
611	34.99435045
612	34.96698569
613	34.95061432
614	34.93174286
615	34.9181057
616	34.90976649
617	34.89492899
618	34.86269576
619	34.84651249
620	34.8335558
621	34.81814303
622	34.8024011
623	34.79081202
624	34.762681
625	34.74742115
626	34.72744797
627	34.71331785
628	34.6989174
629	34.68667503
630	34.66525924
631	34.64707483
632	34.62641447
633	34.60699982
634	34.58015025
635	34.56860256
636	34.53391397
637	34.50707891
638	34.49145986
639	34.46804516
640	34.45227364
641	34.43192679
642	34.40510201
643	34.38609627
644	34.37007703
645	34.34947095
646	34.33721827
647	34.32346254
648	34.31013796
649	34.29434501
650	34.25565148
651	34.23119462
652	34.21558443
653	34.19970869
654	34.1813463
655	34.17036311
656	34.14735649
657	34.11794352
658	34.10613671
659	34.08674133
660	34.06318414
661	34.0365882
662	34.02067375
663	34.01097536
664	33.98669223
665	33.96764064
666	33.96124956
667	33.94680939
668	33.9177589
669	33.89107674
670	33.86578278
671	33.8442019
672	33.83164542
673	33.81745781
674	33.79840677
675	33.78904053
676	33.77513912
677	33.75352787
678	33.72927251
679	33.71946248
680	33.70589109
681	33.6922946
682	33.67666361
683	33.66360193
684	33.65170932
685	33.63895758
686	33.6156106
687	33.58836402
688	33.5642277
689	33.55338531
690	33.5368546
691	33.51785047
692	33.49113454
693	33.47762434
694	33.45988757
695	33.45009679
696	33.43637188
697	33.41996156
698	33.41230711
699	33.39197161
700	33.37160298
701	33.36358053
702	33.3543783
703	33.3445811
704	33.32559772
705	33.30954101
706	33.29729829
707	33.28689757
708	33.27518261
709	33.25681447
710	33.23706816
711	33.21116784
712	33.1950987
713	33.17877889
714	33.16535228
715	33.15406362
716	33.12755602
717	33.11161055
718	33.09058288
719	33.08171797
720	33.06370641
721	33.0552026
722	33.02719174
723	33.02100079
724	33.00582184
725	32.99261884
726	32.97717047
727	32.95933283
728	32.94227166
729	32.92089296
730	32.90327324
731	32.88376885
732	32.87470091
733	32.86758023
734	32.85714215
735	32.8440431
736	32.82897371
737	32.81359699
738	32.79697764
739	32.7831891
740	32.76683814
741	32.75249005
742	32.73946135
743	32.73250935
744	32.72526877
745	32.69938026
746	32.68745853
747	32.67501128
748	32.66611647
749	32.65081295
750	32.63394119
751	32.62551576
752	32.60096839
753	32.59680633
754	32.58449918
755	32.57797047
756	32.55763896
757	32.54747491
758	32.54088903
759	32.52761323
760	32.52000185
761	32.50720318
762	32.49776609
763	32.47913461
764	32.45851404
765	32.44396453
766	32.43184248
767	32.41701005
768	32.40815604
769	32.39198248
770	32.38001713
771	32.35732553
772	32.33250527
773	32.32251442
774	32.30011871
775	32.28336173
776	32.27163427
777	32.2451225
778	32.24096757
779	32.2336901
780	32.22707195
781	32.21603045
782	32.20557154
783	32.19088063
784	32.17398683
785	32.1661917
786	32.14859497
787	32.14354451
788	32.12274392
789	32.11503994
790	32.09382839
791	32.07787186
792	32.0730774
793	32.04938761
794	32.03766762
795	32.0280572
796	32.02161556
797	32.00954101
798	31.99354528
799	31.97287611
800	31.95455146
801	31.94485336
802	31.93495165
803	31.92767473
804	31.92042606
805	31.90770833
806	31.88009181
807	31.87041822
808	31.8526865
809	31.8355359
810	31.82449675
811	31.81880972
812	31.80684376
813	31.79464698
814	31.77080938
815	31.74513862
816	31.73368096
817	31.72440442
818	31.71397569
819	31.69777164
820	31.68136409
821	31.66418266
822	31.64249549
823	31.61279445
824	31.60490369
825	31.59297374
826	31.58009006
827	31.56736098
828	31.55134277
829	31.5391975
830	31.5283016
831	31.51612922
832	31.50885377
833	31.50109574
834	31.4845116
835	31.46830123
836	31.45707336
837	31.4503171
838	31.44176555
839	31.4219595
840	31.41381059
841	31.39064858
842	31.36944975
843	31.35118129
844	31.32914664
845	31.32017257
846	31.30943657
847	31.29614787
848	31.27714764
849	31.25688205
850	31.24142793
851	31.22784452
852	31.22016534
853	31.20178753
854	31.1896887
855	31.17516278
856	31.16383031
857	31.1486273
858	31.13692708
859	31.12330279
860	31.10962042
861	31.08984794
862	31.07362975
863	31.05739698
864	31.04798666
865	31.04404762
866	31.03364775
867	31.0161747
868	30.99302167
869	30.98598316
870	30.97390851
871	30.96837264
872	30.95550599
873	30.94549317
874	30.92926093
875	30.90866454
876	30.89747871
877	30.8786635
878	30.86627097
879	30.84901377
880	30.82470899
881	30.8079566
882	30.7937487
883	30.7880102
884	30.76960722
885	30.76099752
886	30.75059601
887	30.73813632
888	30.72535955
889	30.71423875
890	30.7039231
891	30.68787354
892	30.67219813
893	30.66422179
894	30.65623931
895	30.6421225
896	30.62390068
897	30.61166282
898	30.60186588
899	30.58728206
900	30.57386324
901	30.5667263
902	30.55166794
903	30.5375014
904	30.52513465
905	30.5153791
906	30.50726686
907	30.49292526
908	30.47974103
909	30.4706304
910	30.46287812
911	30.44136723
912	30.42708914
913	30.40891937
914	30.39663858
915	30.3813687
916	30.36593302
917	30.34581895
918	30.33477945
919	30.32388096
920	30.31169645
921	30.30195495
922	30.28384662
923	30.2725917
924	30.26408648
925	30.25031391
926	30.23300116
927	30.22252512
928	30.21011523
929	30.18993117
930	30.17586198
931	30.16562476
932	30.14819302
933	30.13426827
934	30.11804858
935	30.09879171
936	30.09220244
937	30.07867251
938	30.06653272
939	30.0585046
940	30.04783494
941	30.0299521
942	30.02574108
943	30.01338282
944	30.0041431
945	29.99591362
946	29.9869884
947	29.97902567
948	29.96446614
949	29.94950472
950	29.92891136
951	29.91827678
952	29.90756352
953	29.89577802
954	29.88555106
955	29.87968492
956	29.86786745
957	29.84902867
958	29.8423474
959	29.82880284
960	29.81740028
961	29.81011841
962	29.80210735
963	29.7969662
964	29.7783025
965	29.76604082
966	29.75607646
967	29.7432887
968	29.72825143
969	29.72050896
970	29.70715075
971	29.69501365
972	29.68822076
973	29.68483496
974	29.67811146
975	29.67032086
976	29.65551881
977	29.64913896
978	29.63130528
979	29.62558633
980	29.61770586
981	29.60846732
982	29.59884635
983	29.59362597
984	29.58012501
985	29.56869031
986	29.55144563
987	29.53885602
988	29.5227601
989	29.50520357
990	29.49323955
991	29.48266457
992	29.47193596
993	29.46255334
994	29.455439
995	29.44574106
996	29.43159622
997	29.42090237
998	29.4100578
999	29.39111933
